Avg. Area Income,Avg. Area House Age,Avg. Area Number of Bedrooms,Area Population,Avg. Area Number of Rooms,Address,Price
78032.88185,4,4,35334.63367,4,Hakimiyeh,2310000000
76071.78643,9,1,15586.3573,3,Parand,255000000
63334.56621,4,1,35638.53817,4,Qasr-od-Dasht,1985000000
63650.8574,3,4,46457.01873,4,Air force,2500000000
66181.91715,4,2,25337.01157,4,Shahran,2800000000
71717.19137,6,3,51974.84018,3,Ray,1134000000
74419.53564,4,2,48591.39346,5,Northern Chitgar,1750000000
59289.68479,9,2,29496.94558,2,Republic,1900000000
72197.37838,3,4,34598.97968,1,Saadat Abad,3850000000
69423.9286,6,4,36409.13231,4,Golestan,420000000
64231.68422,8,2,59717.66977,2,Persian Gulf Martyrs Lake,330000000
66005.31092,3,1,43283.93363,2,North Program Organization,30360000000
82943.88907,9,4,50524.73674,2,East Ferdows Boulevard,3990000000
71735.97897,7,1,38244.58139,5,North Program Organization,5985000000
57319.95266,7,2,44738.39585,3,Niavaran,6300000000
72363.20417,5,5,42543.54,1,Gheitarieh,35000000000
87678.16324,7,5,43805.52189,4,Mirza Shirazi,4100000000
66404.1655,6,1,35977.31916,5,Northern Chitgar,2240000000
94295.66325,4,1,46014.58222,4,Northren Jamalzadeh,2400000000
60891.73222,5,2,41217.11682,1,Northren Jamalzadeh,6700000000
82264.14522,6,5,37581.05338,2,Yousef Abad,8500000000
58666.22577,7,2,48132.61901,1,Northren Jamalzadeh,2600000000
62497.329,3,1,27485.2428,5,Mehran,6840000000
84226.16641,7,4,30167.23343,5,Northren Jamalzadeh,5500000000
74380.94273,7,4,37315.7884,4,Northren Jamalzadeh,1500000000
73753.73933,7,5,24970.70552,5,Parand,353000000
76355.74398,6,1,50209.55111,5,Koohsar,2350000000
59024.71066,9,2,36271.52986,1,Parand,470000000
54241.45833,5,4,38997.78366,5,Gandhi,70000000000
90493.5981,4,3,45211.00806,4,Shahr-e-Ziba,1490000000
82665.22495,6,3,35513.45835,3,Shahr-e-Ziba,5280000000
45520.55049,7,2,20070.2313,2,Shahran,3400000000
58927.57936,7,1,49100.82349,3,Northren Jamalzadeh,6000000000
63689.47544,8,2,36260.06673,4,Parand,295000000
82989.9563,9,1,19372.74768,1,Gholhak,7550000000
81614.86856,3,5,33611.4409,3,Parand,380000000
78661.54624,3,2,25087.37081,4,Northren Jamalzadeh,3450000000
56907.13413,9,5,38959.49107,5,Shahr-e-Ziba,2900000000
74636.90016,9,3,22880.82332,4,Shahr-e-Ziba,2900000000
63926.10711,8,3,54954.76259,4,Narmak,3800000000
62320.25859,7,4,14596.2503,1,Si Metri Ji,1600000000
101599.6706,8,1,37523.86467,1,Andisheh,754000000
66051.54977,3,2,26761.9354,3,Karimkhan,3200000000
71475.82648,5,3,48227.07429,1,Parand,102000000
63137.9827,6,2,47697.26859,2,Argentina,33330000000
57223.57389,8,2,44907.37865,1,Parand,500000000
76075.15426,8,5,40368.56038,2,Parand,250000000
74579.27073,8,5,44873.84135,4,Mehran,6840000000
84292.53037,3,1,36446.87144,4,Central Janatabad,2100000000
79120.44152,9,3,39563.9712,1,Parand,260000000
57143.67882,7,5,51479.07096,2,Southern Janatabad,675000000
66300.58192,3,1,31581.83852,2,Parand,390000000
70161.33285,4,3,37787.66295,3,Parand,400000000
75212.3268,6,1,23162.9107,5,Parand,395000000
86762.88286,3,3,47724.58136,5,Marzdaran,4085000000
69180.01607,9,1,38114.52633,2,Ostad Moein,3150000000
78010.92038,3,5,44157.28659,2,Parand,397000000
65192.10563,3,2,26228.39458,3,Seyed Khandan,6840000000
61325.07891,6,3,51406.7399,5,Malard,250000000
62617.3292,3,4,48372.29885,5,Feiz Garden,2700000000
63970.62442,5,3,31944.55257,3,Afsarieh,2400000000
68860.58581,6,2,40542.81391,2,Shahrake Quds,2115000000
66701.76617,9,3,37752.91522,4,Pirouzi,1600000000
73823.93879,4,2,10555.70282,4,Fallah,650000000
62995.19212,5,2,34347.24318,1,Gheitarieh,850000000
75864.49781,3,2,35756.68694,1,Safadasht,938400000
72687.73327,7,1,35427.10591,1,Niavaran,10640000000
67059.91769,4,3,35294.2836,2,Shahrake Qods,830000000
64705.38341,7,1,33900.19875,1,Ostad Moein,1600000000
62382.46126,5,3,14347.01941,5,Si Metri Ji,890000000
61355.94598,8,3,43645.05069,1,Jeyhoon,2500000000
59331.06894,3,5,46669.89885,4,Rudhen,3500000000
44218.54111,4,1,35420.74094,3,Saadat Abad,3490000000
59260.86158,3,1,55030.17288,1,Shahrake Quds,750000000
79159.30099,4,1,41296.72793,2,West Ferdows Boulevard,5050000000
76916.9525,5,3,28213.40919,1,Northren Jamalzadeh,2600000000
62450.62899,5,4,41190.20808,5,Northren Jamalzadeh,2400000000
66447.48322,9,4,48261.04959,3,Karoon,890000000
62173.5801,3,3,3883.448164,4,Azarbaijan,1000000000
59611.33237,3,1,40395.08125,4,Northren Jamalzadeh,3600000000
65531.10906,7,2,39367.45002,5,Amirabad,3500000000
52681.22886,5,5,44203.08095,2,Afsarieh,1330000000
53348.62641,6,1,36499.84397,1,Central Janatabad,6250000000
53048.67251,6,3,46984.15576,5,Central Janatabad,6250000000
74283.06409,5,4,21446.34226,1,Pasdaran,7300000000
50212.43953,7,4,20913.65544,1,Heravi,7600000000
75012.34166,7,1,42877.42415,2,West Ferdows Boulevard,1580000000
81858.57318,8,2,32549.99223,3,Seyed Khandan,8450000000
53664.0777,7,4,57110.64894,4,West Ferdows Boulevard,1840000000
89502.84666,6,5,40836.13013,2,Northren Jamalzadeh,3600000000
51927.98504,6,2,32256.63856,2,Ostad Moein,1380000000
75927.35905,5,5,22993.63544,4,Tajrish,5700000000
84802.7876,8,3,35748.33147,1,Ozgol,55000000
66961.66442,8,5,33423.29329,1,Persian Gulf Martyrs Lake,3150000000
86375.55798,8,4,39781.74684,4,North Program Organization,2160000000
59046.44423,7,2,37813.71463,1,Hashemi,570000000
68368.40084,5,5,28438.89283,5,Persian Gulf Martyrs Lake,2100000000
61018.60328,7,1,43395.73599,3,Persian Gulf Martyrs Lake,2450000000
65566.35691,4,1,30117.17188,4,Persian Gulf Martyrs Lake,3250000000
59878.06935,3,3,44212.90535,3,Punak,2000000000
76573.4753,7,2,40002.32739,1,Karimkhan,3170000000
69013.36835,7,4,17180.48353,2,Lavasan,25000000000
78734.494,3,2,36688.16069,3,Jeyhoon,730000000
59035.95179,9,5,34753.41599,2,Beryanak,830000000
83940.12816,5,5,34602.378,4,Ostad Moein,620000000
54920.06339,5,1,22835.58443,3,Beryanak,560000000
65554.84252,7,2,39239.83825,1,Jeyhoon,1580000000
60168.27409,7,5,33460.47314,3,Beryanak,880000000
52540.7971,6,3,32090.23024,1,Qarchak,1450000000
57182.80245,7,2,39293.04063,1,Parand,300000000
55470.08186,9,5,36246.41293,4,Ostad Moein,1550000000
67877.02334,5,5,19524.09855,5,Pirouzi,1250000000
69439.94296,4,5,33995.76662,3,Andisheh,1100000000
51874.09569,5,1,26197.83908,4,Ostad Moein,850000000
75655.9136,7,3,31225.12327,3,Pirouzi,2200000000
83973.30119,8,2,20159.92165,5,Southern Suhrawardi,6700000000
65987.71144,8,2,31771.52976,1,Mehran,4200000000
94292.26363,5,4,53620.8905,4,Jeyhoon,715000000
62938.21671,7,2,48947.35792,3,Komeil,1100000000
72124.77146,8,3,45415.7213,2,Komeil,700000000
56398.33365,4,1,50909.69708,2,Beryanak,1020000000
50665.98873,9,4,29726.0146,2,Parand,1150000000
89475.5597,4,1,31070.43183,5,Ostad Moein,1970000000
45633.84195,9,3,42371.58426,1,Khademabad Garden,1755000000
66875.7269,4,5,28819.04314,4,Central Janatabad,2550000000
57849.54551,6,4,43048.77792,4,Tenant,1050000000
62881.16212,7,2,22580.31276,1,Tenant,1350000000
61091.45388,4,2,46536.72488,3,Mirdamad,8000000000
65973.38432,3,3,40765.39799,3,Jeyhoon,900000000
70280.68819,4,2,38916.17469,4,Tenant,3150000000
74428.12576,8,2,49465.95154,4,Andisheh,550000000
49500.17911,8,4,25186.53741,5,Andisheh,450000000
88905.83826,6,4,26964.69492,4,Shahrake Gharb,14000000000
63858.0795,6,2,23808.17907,2,Si Metri Ji,1950000000
64044.0325,9,5,58887.99941,3,Salsabil,1185000000
73035.02576,7,5,43408.42046,3,Tenant,1250000000
77722.498,6,4,57287.59897,5,Tenant,1113000000
69185.70618,3,5,50096.98027,3,Punak,2750000000
67203.28574,9,1,44610.45332,5,Pakdasht,980000000
69446.45521,7,2,47025.18368,5,Tenant,1890000000
68700.26773,3,3,22481.15896,5,Tenant,2400000000
56671.14989,3,5,54543.43678,2,Tenant,2300000000
76824.55957,3,5,43904.62922,3,Tenant,3240000000
62846.90506,6,4,34628.99343,4,Tenant,2600000000
73086.23821,5,5,28913.10606,1,Ostad Moein,2440000000
70072.52186,8,3,43181.82465,3,Tenant,1200000000
74881.59853,8,2,60895.40817,1,Tenant,2930000000
53288.00325,4,3,48927.30443,4,Tenant,1200000000
74245.86605,6,4,53039.31613,4,Tenant,1120000000
83112.21224,3,1,44876.89971,1,Tenant,1420000000
65243.82232,9,2,26710.17833,1,Dezashib,12000000000
62926.70115,3,4,6248.75608,3,Andisheh,450000000
53302.25924,7,3,33222.76188,3,Tenant,1155000000
54965.87502,3,3,47460.60701,4,Tajrish,5700000000
73704.63223,7,1,11637.89291,5,Tenant,1400000000
64675.13046,7,1,53742.84199,1,Gisha,5500000000
72392.88504,7,1,23997.45355,2,Persian Gulf Martyrs Lake,3300000000
75033.91777,6,3,27355.82979,4,Andisheh,600000000
81291.67049,5,1,33097.55641,5,Persian Gulf Martyrs Lake,1060000000
55992.03459,3,2,32032.63777,5,Yousef Abad,5600000000
57108.61844,9,5,43511.01799,4,Mirdamad,6500000000
82373.20843,4,3,67701.6498,5,Jeyhoon,995000000
67433.39994,6,2,41030.40891,2,Hakimiyeh,2170000000
61088.39361,4,3,40426.83517,2,Farmanieh,6200000000
69650.72903,9,3,41608.06466,5,Pardis,3900000000
64163.54181,6,4,39354.78926,1,Ostad Moein,3150000000
68606.87005,3,2,36084.83774,1,Persian Gulf Martyrs Lake,3150000000
65739.68602,9,4,27721.39364,5,Tenant,1100000000
50709.3539,6,4,60199.84255,4,Parand,350000000
65083.88009,7,5,39498.30028,2,Sabalan,2300000000
58726.52921,7,2,40771.02861,5,Jeyhoon,1500000000
58593.44792,7,5,45694.50757,2,Karoon,800000000
59466.8656,7,2,44825.81265,4,Farmanieh,46200000000
79619.86427,6,4,36156.92049,4,Jeyhoon,1040000000
63134.63942,6,2,27554.28687,1,Gheitarieh,6000000000
81699.9209,8,5,33957.00203,5,Valiasr,1800000000
49863.22687,9,1,42056.84712,1,Ostad Moein,3680000000
66835.22012,6,1,23523.60198,3,Azarbaijan,950000000
81301.91984,7,1,40860.12048,1,Parand,360000000
67350.16774,6,3,26076.39086,2,Si Metri Ji,1950000000
77947.46436,5,4,29660.79658,3,Zafar,6000000000
59941.0184,9,4,37853.30134,4,Hor Square,858500000
69876.35717,6,3,20038.8619,4,Shahran,3250000000
74909.72422,6,3,40193.52872,1,Ostad Moein,1280000000
62209.87231,3,5,32529.95072,2,Parand,390000000
83372.64234,6,5,14502.44477,3,Ekhtiarieh,8400000000
59273.42234,4,4,20353.16099,4,Fallah,710000000
52916.3676,8,4,36105.06961,2,East Ferdows Boulevard,9500000000
64714.52416,8,3,23836.53843,5,Fallah,806000000
63427.81053,3,4,31689.93323,3,Fallah,1200000000
72885.52312,7,2,36711.49426,2,Fallah,740000000
63780.04015,6,1,32010.22811,4,Ostad Moein,1600000000
59709.93311,9,2,39383.96586,5,Hashemi,1650000000
68275.5812,3,1,31383.07069,5,Ostad Moein,1350000000
78556.79705,3,2,34677.7243,4,Si Metri Ji,900000000
57471.94317,6,3,35822.60168,5,East Pars,1380000000
58583.50845,5,4,39910.34268,3,Persian Gulf Martyrs Lake,4150000000
66537.25272,8,1,53721.14129,4,Ray,1820000000
78269.14256,8,4,54954.97189,5,Persian Gulf Martyrs Lake,3170000000
70562.35851,8,4,26073.2223,3,Abazar,3000000000
65594.06739,5,1,24580.5637,1,Shahrake Quds,650000000
72493.20944,9,3,40722.65597,1,Railway,870000000
60757.08121,9,4,35561.08441,1,East Pars,1550000000
72920.86775,4,1,35656.22969,2,Central Janatabad,2620000000
76134.67776,3,4,34956.12616,4,Ostad Moein,1320000000
56957.83521,6,2,29498.96419,4,Si Metri Ji,1830000000
54642.70628,8,2,42987.06573,5,Central Janatabad,3850000000
60018.89377,6,4,35188.91826,2,West Ferdows Boulevard,2000000000
67417.11235,8,2,36002.29608,2,Shahrake Qods,880000000
56088.6394,7,3,44796.58583,2,Ostad Moein,1970000000
70850.1305,8,1,14731.96976,5,Jeyhoon,1050000000
69692.47333,5,3,41818.00491,3,Persian Gulf Martyrs Lake,2700000000
68104.65856,6,5,35008.26751,2,Shahr-e-Ziba,3980000000
50521.46356,9,3,36713.86484,5,Niavaran,20900000000
64900.19793,8,5,21815.48888,1,West Ferdows Boulevard,2640000000
78951.7359,8,2,31055.05109,3,Ostad Moein,1970000000
77553.9064,8,4,53405.50581,1,West Ferdows Boulevard,4900000000
56734.35076,6,2,27982.27171,2,Ostad Moein,2250000000
72827.97132,4,3,39730.48179,4,Andisheh,750000000
76306.64871,9,1,18041.9435,5,West Ferdows Boulevard,2930000000
57293.4274,6,1,27991.84,2,West Ferdows Boulevard,2550000000
65088.08824,3,4,39863.17255,4,Punak,2250000000
67813.67658,6,3,30253.85748,5,Ostad Moein,1600000000
52866.90183,8,1,31925.89958,3,Parastar,2500000000
55956.67846,3,1,32844.56439,5,West Ferdows Boulevard,1950000000
56225.55413,3,1,35245.74481,4,East Pars,1450000000
71532.97911,7,4,28635.37327,5,Persian Gulf Martyrs Lake,5252000000
70514.42574,3,4,52378.25122,4,Shahran,2100000000
54673.52118,3,5,39160.55327,3,Pasdaran,8475000000
58412.28305,9,2,22900.11345,4,Keshavarz Boulevard,3500000000
64861.91338,4,4,25032.13652,1,Shahrake Quds,520000000
82632.04577,8,2,13162.97966,4,Andisheh,320000000
71499.80665,6,2,27417.11183,4,Yousef Abad,6300000000
75034.52364,9,1,25348.47127,4,Karoon,680000000
55447.08154,8,4,37723.28229,5,Saadat Abad,4000000000
80196.24225,3,1,48694.86414,1,North Program Organization,4900000000
60480.05464,3,4,46361.63221,3,North Program Organization,5100000000
40581.77809,6,3,48820.23026,5,Abazar,4300000000
61932.87262,4,4,34143.05076,3,Hassan Abad,510000000
94392.89788,9,4,41462.12742,3,East Pars,1145000000
66236.42588,9,5,45921.54242,2,Persian Gulf Martyrs Lake,3800000000
76771.8852,5,1,35690.21885,4,North Program Organization,5300000000
75851.04366,6,1,26831.5434,2,West Ferdows Boulevard,2200000000
60509.83846,9,4,35376.73383,5,Islamshahr,218000000
62052.19499,7,1,41722.6619,1,Shahrake Gharb,5000000000
61657.04354,8,3,42285.9628,4,Islamshahr,430000000
92609.2277,5,1,29421.17133,3,North Program Organization,8000000000
81038.1448,5,1,35371.21257,1,Islamshahr,240000000
54012.57272,8,5,21653.98468,1,Islamshahr,330000000
65573.46111,5,5,58195.45703,4,Saadat Abad,315000000
57335.79077,4,2,41826.05082,1,Shahryar,1145000000
64098.08147,6,1,43769.96713,5,Parand,235000000
65212.3664,7,1,29582.72278,3,Nawab,700000000
65256.13923,6,3,37875.20166,5,Parand,255000000
89488.63976,5,3,49089.95912,1,Feiz Garden,4000000000
54415.8328,3,1,38937.78577,5,Pasdaran,5100000000
76674.5221,3,3,43156.08678,2,Pasdaran,9750000000
62702.36894,3,2,47285.46168,2,Pakdasht,320000000
72788.16706,7,3,31765.89773,2,Marzdaran,5400000000
72415.42799,7,2,28885.0533,5,Si Metri Ji,1400000000
73896.10342,9,2,44256.77913,5,Jeyhoon,2300000000
87541.45288,9,3,31044.97947,5,Marzdaran,6230000000
71843.7589,4,5,27676.2714,4,Waterfall,8600000000
74141.33111,7,1,46905.19295,1,Marzdaran,6500000000
74101.49304,4,3,34628.53932,4,Chidz,3000000000
42943.93601,4,5,34468.87383,1,Mahallati,5300000000
71267.70625,5,4,36795.39817,5,Seyed Khandan,3800000000
72655.64873,6,5,23623.30007,2,Ekhtiarieh,16200000000
72531.1338,4,2,15167.41107,1,Northern Janatabad,1745000000
72259.58273,9,1,45598.89674,2,Salsabil,2000000000
63593.95114,4,2,40186.29337,4,Abazar,4250000000
85696.20394,8,4,24138.06628,5,Central Janatabad,3150000000
80077.9305,8,2,30774.39431,4,East Ferdows Boulevard,9500000000
75339.91582,7,5,49307.20981,5,Yousef Abad,6300000000
54618.23625,9,3,40673.9221,1,Salsabil,1050000000
66829.18388,7,1,48776.92661,3,Parand,550000000
82760.37627,4,3,33839.08519,5,Jeyhoon,1860000000
79769.0529,5,1,22669.67412,5,Jeyhoon,930000000
46800.37259,4,4,29587.13853,1,Jordan,4500000000
78186.28294,5,3,28130.26592,3,Saadat Abad,5000000000
65091.30918,9,2,49224.09281,2,East Ferdows Boulevard,7300000000
51218.67826,9,3,21091.58744,4,Saadat Abad,6000000000
74095.71281,9,2,32774.02197,1,Farmanieh,36000000000
62769.03468,9,1,43314.16108,3,Punak,2100000000
64836.65398,5,1,35163.51684,1,Si Metri Ji,790000000
59141.79644,7,1,29386.58045,1,Jeyhoon,1700000000
66698.73973,7,2,51747.77676,2,Si Metri Ji,990000000
75892.50628,5,3,40908.89232,5,Hashemi,1500000000
70031.27304,6,4,36679.43203,1,Punak,2820000000
79757.01856,7,3,45130.82828,2,Persian Gulf Martyrs Lake,7500000000
60029.43264,7,4,32818.06713,1,Shahrake Gharb,5600000000
70329.40988,5,2,48077.26496,4,Niavaran,17655000000
65907.94668,7,2,33303.5431,4,Qasr-od-Dasht,1150000000
87068.24513,5,3,16083.14442,4,Karoon,1450000000
76327.21206,5,2,42939.27424,5,Mirdamad,9970000000
62315.5837,8,5,47163.75462,5,Azarbaijan,740000000
63579.89796,5,4,51246.10288,5,Niavaran,4600000000
66197.67377,4,3,55849.46922,3,Hashemi,1530000000
65984.29691,3,2,40976.78683,5,Shahran,3150000000
70894.14113,9,2,24878.46173,4,Northern Janatabad,2280000000
78186.23924,5,5,49617.73142,2,Parand,590000000
59539.4124,7,4,14403.8353,1,Mirdamad,4900000000
77163.30057,9,1,27766.76194,1,Southern Janatabad,2090000000
67082.02587,8,5,40412.04776,5,Yousef Abad,6000000000
53120.62925,8,5,36100.57718,3,Shahrake Gharb,10300000000
79095.27923,6,4,23624.24894,1,Tehransar,3480000000
71244.17075,3,5,15769.19997,2,Gheitarieh,6400000000
79058.93991,6,5,35074.26481,4,Shahryar,1225000000
84703.62823,3,5,51169.58559,2,Shahran,2400000000
73001.11125,4,4,45338.09139,5,Punak,2170000000
90972.40613,9,4,24943.96194,5,Central Janatabad,2620000000
77362.05456,8,1,24171.18247,3,Punak,2700000000
70850.16582,8,2,42035.99199,4,Shahran,1650000000
81248.19697,5,3,48922.5214,4,Niavaran,16000000000
72173.33087,9,4,42946.08099,3,Keshavarz Boulevard,1900000000
46627.78948,3,4,37302.52534,4,Shahrake Qods,1740000000
82113.98201,3,1,51561.26314,3,Sadeghieh,1620000000
62622.48379,7,1,48899.51382,3,Jeyhoon,1300000000
70607.28271,8,5,58793.2682,4,Shahran,3200000000
80335.96155,9,2,56689.27907,2,Sadeghieh,5150000000
58765.0402,6,3,30997.43904,2,Pakdasht,510000000
86849.84442,6,3,45178.46768,5,Tenant,1400000000
71918.66832,7,2,23690.69799,3,Damavand,4000000000
75513.24689,4,5,37175.07064,5,Shahr-e-Ziba,3150000000
66359.15485,8,5,32976.80797,2,Mirdamad,7300000000
68638.10785,6,1,25380.41301,4,Shahr-e-Ziba,2975000000
86084.33523,7,2,24447.1067,3,Parand,488000000
55076.07222,5,4,23794.95178,1,West Pars,2200000000
74682.22416,5,5,39293.653,2,Shahrake Qods,1740000000
69379.23817,8,3,34612.76372,5,Pardis,550000000
61431.82929,8,4,32912.04398,3,Central Janatabad,3600000000
74085.68864,4,3,32481.52177,5,Gheitarieh,5700000000
54204.81112,6,2,39735.06871,5,Mirdamad,7770000000
60842.80445,5,3,45258.15871,5,Shahrake Azadi,1000000000
85429.46598,3,1,36411.83456,1,West Ferdows Boulevard,2800000000
76602.89393,8,5,20927.43079,3,Central Janatabad,3300000000
65629.88097,6,5,17609.19693,4,Parand,385000000
74227.49523,5,5,25934.6492,3,Pardis,550000000
79671.414,6,5,35953.15723,4,Jordan,17000000000
71816.27643,3,3,41178.26119,3,Shahr-e-Ziba,3250000000
54623.76529,7,2,41939.51507,5,Fallah,800000000
61536.55722,8,3,29346.7209,4,Niavaran,12100000000
66357.52842,6,3,38072.28468,1,Jeyhoon,1890000000
64957.92638,4,5,49513.89643,3,Northern Janatabad,1650000000
86895.59621,5,2,38042.73612,4,Southern Program Organization,2500000000
90533.31352,5,2,46610.73557,1,Shahrake Gharb,7200000000
65939.88495,6,1,29620.83953,4,Shahr-e-Ziba,3000000000
56505.8278,3,5,30995.48817,2,Southern Janatabad,3100000000
60564.05153,8,3,49574.10417,1,Shahr-e-Ziba,5100000000
78606.74714,6,3,51235.58929,3,Mehran,940000000
72747.12903,4,4,35060.34863,1,East Ferdows Boulevard,2160000000
76193.71636,3,2,26736.096,5,Punak,2240000000
70912.89173,7,1,20797.82193,3,Atabak,900000000
81922.74753,5,2,21677.01339,1,Amir Bahador,9800000000
73312.88817,9,2,32256.70451,1,Southern Janatabad,2200000000
48483.9423,8,1,35848.08127,1,West Ferdows Boulevard,2250000000
85009.06739,9,2,48601.79746,5,Jeyhoon,900000000
79029.46045,6,2,48607.09542,5,Shahran,3800000000
70301.23794,4,2,49076.65438,2,Salsabil,790000000
46339.90081,8,1,52123.99386,5,Si Metri Ji,1350000000
68272.31965,9,2,30937.82848,3,Zafar,5700000000
60285.60617,7,3,27370.18572,5,Punak,4100000000
62671.7307,5,3,31702.71455,2,Gheitarieh,6175000000
66615.88992,5,2,48604.07439,5,Persian Gulf Martyrs Lake,3500000000
78431.31041,4,4,23623.30098,3,Si Metri Ji,1350000000
46646.71054,3,2,34006.8653,4,Heravi,4300000000
72405.47169,5,1,35062.88654,1,West Ferdows Boulevard,3150000000
66225.9048,9,1,44384.51974,1,Golestan,750000000
56106.35671,8,3,46002.90396,1,Andisheh,515000000
65896.42207,7,2,34170.33666,1,Azarbaijan,1200000000
71601.64106,6,1,34787.46537,3,Jeyhoon,830000000
57584.84524,7,5,46724.89921,5,Jeyhoon,940000000
65075.85776,5,1,30826.07821,3,Jeyhoon,2600000000
69635.59875,7,5,26312.35883,5,Dorous,79500000000
62829.04181,4,5,29277.53809,2,Si Metri Ji,1950000000
57093.5638,4,1,19379.02082,2,Narmak,2100000000
72919.12901,7,1,26625.13907,3,Shahr-e-Ziba,3800000000
92774.67569,9,1,35016.45522,3,Persian Gulf Martyrs Lake,765000000
59443.2013,6,2,28100.31771,3,Jordan,13000000000
71677.30733,3,2,38736.902,4,Khavaran,710000000
77620.92115,7,5,29115.68485,5,Pasdaran,9500000000
95236.13705,6,1,41524.5833,1,Salsabil,1400000000
73145.48576,7,1,31750.26767,5,Qarchak,600000000
62311.38775,4,5,51601.59401,4,Northern Chitgar,690000000
66854.38762,8,4,41382.7259,3,Heravi,4590000000
70520.27278,4,3,51639.30697,3,East Ferdows Boulevard,2200000000
94241.82332,9,2,39139.57297,4,Argentina,17000000000
83664.38976,9,4,39642.12993,2,Si Metri Ji,1900000000
62241.12414,9,2,55613.37571,5,Parand,750000000
74286.58229,9,4,33439.44416,1,Parand,375000000
70217.78035,4,4,38779.34601,3,Qasr-od-Dasht,990000000
35454.71466,7,4,59636.40255,5,Ostad Moein,2000000000
80707.40491,7,1,25433.30292,2,West Ferdows Boulevard,3500000000
54921.90981,3,4,49547.45563,2,Southern Program Organization,2050000000
67258.58756,4,2,50955.57254,3,Komeil,810000000
77509.1378,6,1,18264.23005,4,Southern Janatabad,3750000000
57759.76528,3,4,49698.19872,1,Ostad Moein,1500000000
54234.38403,9,3,37393.99871,2,Khavaran,649000000
63438.72757,5,4,32180.36047,5,Velenjak,18200000000
40141.56648,5,2,53364.46288,1,Ostad Moein,1320000000
86197.02921,4,1,44099.53527,4,North Program Organization,4750000000
75992.00382,9,1,39503.09807,2,Shahrake Gharb,7500000000
61482.9788,8,3,34993.8414,3,Shahran,1900000000
70256.36021,8,5,45672.38999,1,Boloorsazi,1600000000
91328.09244,8,4,49530.00034,3,Salsabil,850000000
75106.27744,5,3,41143.43774,4,Beryanak,725000000
79908.15987,9,3,40229.98785,3,Punak,2340000000
93763.11282,7,3,44047.91117,1,Heravi,4115000000
50167.48628,7,1,34292.30694,2,Air force,1750000000
51391.64435,4,3,28063.71796,3,West Ferdows Boulevard,2000000000
79823.40945,8,5,41545.61226,1,Gheitarieh,13000000000
65913.86161,7,4,12450.57847,5,Punak,2350000000
69603.69066,7,3,31337.78085,4,Parand,380000000
46367.20586,6,2,26015.29645,2,Khavaran,668000000
66195.33771,9,3,37288.92357,5,Central Janatabad,3550000000
76899.282,6,5,37825.7798,5,Shahran,2880000000
54427.91151,3,2,54045.94271,5,Shahran,2400000000
82920.87837,7,2,33935.97227,3,Parand,550000000
47121.00996,3,5,46303.46211,2,Tajrish,12750000000
74968.41732,9,3,28045.42214,1,Mehrabad River River,2600000000
68222.74258,5,5,32660.43971,4,Gheitarieh,12300000000
61485.87399,7,1,38179.7804,4,Parand,550000000
72894.73717,8,4,37796.05565,4,Shahran,1990000000
68254.59597,5,4,48908.77158,2,Shahran,2980000000
62088.7009,4,3,38337.47841,3,Central Janatabad,3900000000
60658.64833,6,1,45004.97002,1,Jordan,6200000000
76321.06269,8,4,56696.5175,4,Abuzar,2715000000
52141.35901,9,5,29595.43143,4,Komeil,730000000
75080.17356,8,5,50408.86017,3,Yousef Abad,7630000000
62117.45462,7,2,26295.43966,3,Tajrish,75600000000
74253.44319,4,2,44939.67256,4,Shahrake Qods,950000000
65561.45584,8,4,40231.69688,5,Qasr-od-Dasht,800000000
58124.42346,9,1,28863.86803,3,Salsabil,750000000
62159.22759,3,4,36644.53024,3,Velenjak,40000000000
88722.95954,5,5,29896.67417,1,Shahrake Qods,850000000
74791.01675,3,3,29153.79965,4,Jeyhoon,2220000000
67305.62475,5,2,39369.64412,4,Gheitarieh,12500000000
51195.89533,8,4,30028.62167,5,Varamin - Beheshti,3500000000
63223.36961,5,2,35891.80616,1,Jeyhoon,1885000000
78788.43952,7,2,38656.43139,4,Mirdamad,11800000000
58367.69006,8,3,28800.90988,2,Shahrake Qods,525000000
65149.89591,4,1,29190.88798,4,Shahrake Qods,920000000
72416.4809,5,5,6805.740783,1,Shahrake Qods,580000000
81374.67105,6,1,38647.50306,4,Shahrake Qods,930000000
70342.67105,4,3,34970.8158,3,Water Organization,2500000000
68966.97557,9,2,39917.43412,4,Shahran,4070000000
60104.12113,4,4,31781.92474,1,East Ferdows Boulevard,2950000000
55192.84986,7,2,36705.90669,3,Saadat Abad,3490000000
68599.73827,8,4,42548.11004,3,Saadat Abad,5200000000
76611.88932,9,3,33001.91467,1,Saadat Abad,7500000000
45318.67418,8,2,47223.16427,5,Si Metri Ji,810000000
73714.16483,4,5,30049.17001,3,Shoosh,920000000
59961.0953,7,1,31853.71173,4,Elahieh,11500000000
70444.46273,5,4,41919.58394,4,Persian Gulf Martyrs Lake,1750000000
66638.86604,7,3,26641.70332,1,Shahr-e-Ziba,18000000000
73869.53552,7,2,25694.24731,2,Jeyhoon,800000000
74112.79329,5,4,66995.47405,2,Salsabil,1100000000
44180.46084,6,3,30809.96748,5,Salsabil,1350000000
65279.34259,4,5,29971.89976,3,Ostad Moein,1860000000
63342.29146,3,5,31726.66848,2,Southern Janatabad,5600000000
